JobTitle,SalaryEstimate,Rating,CompanyName,CompanySize,FoundedYear,OwnershipType,Industry,Sector,MinSalary,MaxSalary,AverageSalary,state,City,CompanyAge,AverageRevenue,NumberOfCompetitors,Experience_Level,RequiredSkills,EducationLevel,YearsofExperience,SalaryCategory
analyst,35000-65000 ,4.2,The Church of Jesus Christ of Latter-day Saints,10000++,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,35000,65000,50000,UT,Salt Lake City,32.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],2.0,Low
data scientist,77000-132000 ,3.5,Crossix Solutions,201-500,2005.0,Public,Advertising & Marketing,Business Services,77000,132000,104500,NY,New York,19.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],2.0,Medium
data scientist,51000-88000 ,4.3,Solugenix Corporation,201-500,1969.0,Private,It Services,Information Technology,51000,88000,69500,AZ,Phoenix,55.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],3.0,Low
data scientist,101000-141000 ,2.6,West Coast University,10000++,1997.0,Private,Colleges & Universities,Education,101000,141000,121000,CA,Irvine,27.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",3.0,Medium
data engineer,59000-112000 ,4.2,Clarity Insights,201-500,2008.0,Private,It Services,Information Technology,59000,112000,85500,NC,Charlotte,16.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++', 'Scala']",['Bachelor'],3.0,Medium
data engineer,79000-147000 ,3.1,NCSOFT,1001-5000,1997.0,Public,Video Games,Media,79000,147000,113000,CA,Aliso Viejo,27.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']",[],3.0,Medium
data scientist,79000-127000 ,3.8,SoftBank Robotics,201-500,2005.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,79000,127000,103000,CA,San Francisco,19.0,37500000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],3.0,Medium
Other,62000-119000 ,3.9,GSK,10000++,1830.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62000,119000,90500,MA,Cambridge,194.0,10000000000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",3.0,Medium
data scientist,119000-187000 ,4.3,Factual,51-200,2008.0,Private,Computer Hardware & Software,Information Technology,119000,187000,153000,CA,Los Angeles,16.0,3078534386.6171002,1,Senior,"['Python', 'R', 'Java', 'Scala']",[],4.0,High
data scientist,81000-132000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,81000,132000,106500,VA,McLean,66.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data scientist,Employer Provided Salary:120000-140000,5.0,SkySync,51-200,2011.0,Private,Computer Hardware & Software,Information Technology,120000,140000,130000,MI,Ann Arbor,13.0,3078534386.6171002,1,Senior,"['R', 'Scala']","['Master', 'PhD']",7.25830258302583,Medium
analyst,90000-157000 ,3.3,TriNet,1001-5000,1988.0,Public,Consulting,Business Services,90000,157000,123500,CA,Dublin,36.0,3500000000.0,3,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",4.0,Medium
Other,63000-110000 ,4.3,Medidata Solutions,1001-5000,1999.0,Public,Enterprise Software & Network Solutions,Information Technology,63000,110000,86500,NY,New York,25.0,250500000.0,1,Mid-level,"['R', 'SQL', 'Scala']","['Bachelor', 'Master']",10.0,Medium
manager,42000-86000 ,3.5,Central California Alliance for Health,501-1000,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,64000,CA,Scotts Valley,28.0,250500000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],7.25830258302583,Low
analyst,32000-62000 ,3.9,Signpost,201-500,2010.0,Private,Internet,Information Technology,32000,62000,47000,NY,New York,14.0,17500000.0,1,Senior,"['R', 'SQL']",[],4.0,Low
Other,116000-208000 ,4.0,Adobe,10000++,1982.0,Public,Computer Hardware & Software,Information Technology,116000,208000,162000,CA,San Jose,42.0,7500000000.0,2,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Master'],5.0,High
data scientist,107000-173000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,107000,173000,140000,MD,Gaithersburg,111.0,10000000000.0,3,Senior,"['Python', 'R']",['PhD'],7.25830258302583,High
data scientist,65000-113000 ,3.4,"DatamanUSA, LLC",51-200,1992.0,Private,It Services,Information Technology,65000,113000,89000,WA,Olympia,32.0,7500000.0,1,Mid-level,['R'],[],7.25830258302583,Medium
data engineer,69000-127000 ,3.0,Pilot Flying J Travel Centers LLC,10000++,1958.0,Private,Gas Stations,Retail,69000,127000,98000,TN,Knoxville,66.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Master'],3.0,Medium
data scientist,102000-172000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,137000,NY,New York,111.0,10000000000.0,3,Senior,"['Python', 'R', 'Scala']",['PhD'],2.0,High
data engineer,74000-124000 ,4.0,Pinnacol Assurance,501-1000,1915.0,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,99000,CO,Denver,109.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],7.25830258302583,Medium
Other,40000-68000 ,3.3,Palermo's Pizza,501-1000,1964.0,Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,54000,WI,Milwaukee,60.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
data engineer,76000-142000 ,3.2,Equian LLC,1001-5000,2004.0,Private,Health Care Services & Hospitals,Health Care,76000,142000,109000,TN,Franklin,20.0,3078534386.6171002,1,Senior,"['R', 'Java', 'Scala']",['Bachelor'],4.0,Medium
data engineer,76000-142000 ,3.4,MetroStar Systems,201-500,1999.0,Private,It Services,Information Technology,76000,142000,109000,MD,Rockville,25.0,37500000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",5.0,Medium
data scientist,108000-171000 ,4.4,MathWorks,1001-5000,1984.0,Private,Computer Hardware & Software,Information Technology,108000,171000,139500,MA,Natick,40.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",5.0,High
director,202000-306000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,202000,306000,254000,IL,Chicago,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['Master'],7.0,Very High
mle,91000-159000 ,3.2,Information Builders,1001-5000,1975.0,Private,Computer Hardware & Software,Information Technology,91000,159000,125000,NY,New York,49.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++', 'Scala']",['Master'],5.0,Medium
Other,80000-133000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000,133000,106500,MA,Cambridge,28.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']","['Master', 'PhD']",2.0,Medium
Other,21-34 Per Hour,3.6,Beebe Healthcare,1001-5000,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,70720,57200,DE,Millville,89.0,300000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
Other,49000-97000 ,2.9,Audentes Therapeutics,201-500,2012.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,73000,CA,South San Francisco,12.0,3078534386.6171002,3,Mid-level,['R'],['PhD'],2.0,Low
Other,49000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,81000,MD,Rockville,63.0,37500000.0,1,Mid-level,"['R', 'Scala']",['PhD'],5.0,Medium
data scientist,96000-161000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,96000,161000,128500,PA,Philadelphia,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],7.0,Medium
Other,65000-134000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,65000,134000,99500,NC,Winston-Salem,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],5.0,Medium
Other,59000-125000 ,4.0,23andMe,501-1000,2006.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,59000,125000,92000,CA,South San Francisco,18.0,3078534386.6171002,3,Mid-level,['R'],"['Master', 'PhD']",5.0,Medium
analyst,32000-59000 ,3.3,National Interstate,501-1000,1989.0,Private,Insurance Carriers,Insurance,32000,59000,45500,OH,Richfield,35.0,250500000.0,1,Mid-level,['R'],['Bachelor'],2.0,Low
data engineer,87000-158000 ,4.5,Moser Consulting,51-200,1996.0,Private,Consulting,Business Services,87000,158000,122500,IN,Indianapolis,28.0,37500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],20.0,Medium
analyst,27000-48000 ,3.0,Greenway Health,1001-5000,1977.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,27000,48000,37500,FL,Tampa,47.0,300000000.0,3,Mid-level,"['R', 'SQL']",['Master'],2.0,Low
analyst,39000-69000 ,3.7,The Hanover Insurance Group,5001-10000,1852.0,Public,Insurance Carriers,Insurance,39000,69000,54000,MA,Worcester,172.0,7500000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],3.0,Low
analyst,36000-71000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,36000,71000,53500,NY,New York,22.0,3500000000.0,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",2.0,Low
data scientist,107000-173000 ,3.9,TransUnion,5001-10000,1968.0,Public,Financial Analytics & Research,Finance,107000,173000,140000,IL,Chicago,56.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL']",[],7.0,High
Other,56000-99000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,56000,99000,77500,VA,Hampton,66.0,1500000000.0,3,Senior,"['R', 'Scala']",['PhD'],7.25830258302583,Medium
Other,Employer Provided Salary:25-28 Per Hour,3.3,Mcphail Associates,1-50,1976.0,Private,Construction,"Construction, Repair & Maintenance",52000,58240,55120,MA,Cambridge,48.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
Other,80000-155000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,80000,155000,117500,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],['Master'],7.0,Medium
Other,43000-98000 ,2.4,Crown Bioscience,501-1000,2006.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,70500,CA,San Diego,18.0,75000000.0,1,Mid-level,['R'],"['Master', 'PhD']",3.0,Low
manager,45000-78000 ,4.8,HOVER,51-200,2011.0,Private,Computer Hardware & Software,Information Technology,45000,78000,61500,CA,San Francisco,13.0,37500000.0,1,Mid-level,"['R', 'SQL']",[],5.0,Low
Other,50000-110000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,80000,GA,Marietta,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Medium
Other,44000-96000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,70000,NY,Ithaca,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
Other,Employer Provided Salary:100000-140000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,100000,140000,120000,MA,Cambridge,32.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],2.0,Medium
data engineer,61000-119000 ,3.4,Arbella Insurance,1001-5000,1988.0,Private,Insurance Carriers,Insurance,61000,119000,90000,MA,Quincy,36.0,300000000.0,1,Mid-level,"['R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
mle,80000-142000 ,4.1,CK-12 Foundation,1-50,2007.0,Private,K-12 Education,Education,80000,142000,111000,CA,Palo Alto,17.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Scala']",['Bachelor'],3.0,Medium
analyst,99000-178000 ,3.9,Life360,51-200,2008.0,Public,Computer Hardware & Software,Information Technology,99000,178000,138500,CA,San Francisco,16.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL']",[],5.0,High
manager,37000-100000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,37000,100000,68500,MA,Boston,173.0,10000000000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",4.0,Low
data engineer,62000-113000 ,3.9,Fivestars,201-500,2011.0,Private,Internet,Information Technology,62000,113000,87500,CA,San Francisco,13.0,300000000.0,2,Mid-level,"['Python', 'R', 'SQL', 'Scala']",['PhD'],1.0,Medium
Other,86000-137000 ,3.6,IQVIA,10000++,2017.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,137000,111500,PA,Plymouth Meeting,7.0,3500000000.0,3,Mid-level,['R'],"['Master', 'PhD']",7.25830258302583,Medium
Other,58000-111000 ,3.9,GSK,10000++,1830.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,58000,111000,84500,MA,Cambridge,194.0,10000000000.0,3,Mid-level,['R'],"['Bachelor', 'Master']",3.0,Medium
data engineer,72000-133000 ,4.4,Eventbrite,1001-5000,2006.0,Public,Internet,Information Technology,72000,133000,102500,TN,Nashville,18.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java', 'Scala']",[],10.0,Medium
Other,56000-91000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,56000,91000,73500,PA,Pittsburgh,40.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],15.0,Low
manager,95000-160000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,95000,160000,127500,PA,Allentown,32.0,7500000.0,1,Mid-level,['R'],[],5.0,Medium
Other,61000-126000 ,3.6,Riverside Research Institute,501-1000,1967.0,Nonprofit Organization,Federal Agencies,Government,61000,126000,93500,OH,Beavercreek,57.0,75000000.0,1,Mid-level,"['Python', 'R']","['Bachelor', 'Master']",7.25830258302583,Medium
